like_count,likes_to_follower_ratio,type_of_post,post_date
148897,6.204041666666667,0,2024-03-16T14:39:51.000Z
1338,0.05575,0,2024-07-09T15:37:24.000Z
3318,0.13825,0,2024-07-07T15:38:48.000Z
1051,0.043791666666666666,0,2024-07-05T14:53:34.000Z
1280,0.05333333333333334,0,2024-07-04T14:50:42.000Z
3385,0.14104166666666668,0,2024-07-03T16:33:49.000Z
5462,0.22758333333333333,0,2024-07-02T15:03:10.000Z
2492,0.10383333333333333,0,2024-07-01T14:47:46.000Z
5077,0.21154166666666666,0,2024-06-30T15:18:23.000Z
55604,2.3168333333333333,0,2024-06-29T15:54:57.000Z
2602,0.10841666666666666,0,2024-06-28T17:33:04.000Z
174111,7.254625,0,2024-06-27T15:11:03.000Z
2024,0.08433333333333333,0,2024-06-26T15:21:09.000Z
15975,0.665625,0,2024-06-25T14:50:33.000Z
3861,0.160875,0,2024-06-24T14:47:17.000Z
3431,0.14295833333333333,0,2024-06-23T14:59:53.000Z
5107,0.21279166666666666,0,2024-06-22T15:11:42.000Z
16149,0.672875,0,2024-06-21T15:03:23.000Z
102182,4.257583333333334,0,2024-06-20T15:51:46.000Z
3947,0.16445833333333335,0,2024-06-19T15:56:41.000Z
5606,0.23358333333333334,0,2024-06-17T15:56:04.000Z
5893,0.24554166666666666,0,2024-06-16T14:59:51.000Z
1653,0.068875,0,2024-06-15T14:54:24.000Z
4321,0.18004166666666666,0,2024-06-14T14:59:59.000Z
9255,0.385625,0,2024-06-13T14:53:03.000Z
51324,2.1385,0,2024-06-11T16:39:57.000Z
6668,0.2778333333333333,0,2024-06-10T18:40:27.000Z
2929,0.12204166666666667,0,2024-06-09T15:46:22.000Z
151298,6.304083333333334,0,2024-06-08T15:46:56.000Z
3387,0.141125,0,2024-06-08T14:49:08.000Z
4361,0.18170833333333333,0,2024-06-06T15:06:19.000Z
3587,0.14945833333333333,0,2024-06-05T16:02:40.000Z
6928,0.2886666666666667,0,2024-06-04T14:52:39.000Z
3805,0.15854166666666666,0,2024-06-02T15:25:47.000Z
47731,1.9887916666666667,0,2024-06-01T16:03:18.000Z
20733,0.863875,0,2024-05-30T15:19:49.000Z
14401,0.6000416666666667,0,2024-05-29T14:43:24.000Z
4948,0.20616666666666666,0,2024-05-28T14:51:39.000Z
1986,0.08275,0,2024-05-27T14:55:38.000Z
6095,0.25395833333333334,0,2024-05-25T15:10:35.000Z
27926,1.1635833333333334,0,2024-05-24T19:15:42.000Z
5012,0.20883333333333334,0,2024-05-24T12:52:33.000Z
7168,0.2986666666666667,0,2024-05-23T16:02:18.000Z
14295,0.595625,0,2024-05-22T14:56:46.000Z
27606,1.15025,0,2024-05-21T14:46:18.000Z
16797,0.699875,0,2024-05-20T14:49:03.000Z
3036,0.1265,0,2024-05-18T14:32:21.000Z
7251,0.302125,0,2024-05-17T14:37:08.000Z
273380,11.390833333333333,0,2024-05-15T14:31:23.000Z
15508,0.6461666666666667,0,2024-05-14T14:53:26.000Z
4305,0.179375,0,2024-05-13T14:59:59.000Z
39853,1.6605416666666666,0,2024-05-12T14:41:19.000Z
3577,0.14904166666666666,0,2024-05-10T16:11:26.000Z
6508,0.27116666666666667,0,2024-05-09T14:58:39.000Z
5078,0.21158333333333335,0,2024-05-08T15:36:40.000Z
9127,0.38029166666666664,0,2024-05-07T15:29:54.000Z
11486,0.47858333333333336,0,2024-05-05T16:03:31.000Z
1371,0.057125,0,2024-05-04T14:49:03.000Z
2618,0.10908333333333334,0,2024-05-03T15:23:17.000Z
4317,0.179875,0,2024-05-02T14:40:11.000Z
6107,0.25445833333333334,0,2024-05-01T15:24:08.000Z
4744,0.19766666666666666,0,2024-04-30T14:29:22.000Z
3832,0.15966666666666668,0,2024-04-29T15:54:13.000Z
2330,0.09708333333333333,0,2024-04-27T15:29:42.000Z
8992,0.37466666666666665,0,2024-04-24T15:41:11.000Z
14724,0.6135,0,2024-04-23T14:59:31.000Z
5898,0.24575,0,2024-04-22T14:47:33.000Z
6503,0.27095833333333336,0,2024-04-21T15:29:50.000Z
2949,0.122875,0,2024-04-20T11:57:30.000Z
5302,0.22091666666666668,0,2024-04-18T15:02:32.000Z
2170,0.09041666666666667,0,2024-04-17T16:05:58.000Z
4459,0.18579166666666666,0,2024-04-16T15:11:57.000Z
29090,1.2120833333333334,0,2024-04-14T16:14:25.000Z
9575,0.39895833333333336,0,2024-04-13T15:50:53.000Z
3579,0.149125,0,2024-04-12T16:02:02.000Z
3216,0.134,0,2024-04-11T16:14:55.000Z
5104,0.21266666666666667,0,2024-04-10T16:00:35.000Z
4164,0.1735,0,2024-04-09T14:31:47.000Z
9164,0.38183333333333336,0,2024-04-07T15:46:12.000Z
13858,0.5774166666666667,0,2024-04-06T14:57:50.000Z
1426,0.059416666666666666,0,2024-04-05T15:12:22.000Z
2138,0.08908333333333333,0,2024-04-04T14:31:55.000Z
1852,0.07716666666666666,0,2024-04-03T16:03:10.000Z
21015,0.875625,0,2024-04-02T16:39:57.000Z
6711,0.279625,0,2024-04-01T15:42:01.000Z
5061,0.210875,0,2024-03-31T16:35:30.000Z
8573,0.35720833333333335,0,2024-03-30T16:38:04.000Z
7034,0.2930833333333333,0,2024-03-29T15:18:28.000Z
2538,0.10575,0,2024-03-28T15:25:13.000Z
14653,0.6105416666666666,0,2024-03-27T15:52:05.000Z
3168,0.132,0,2024-03-26T16:21:14.000Z
3336,0.139,0,2024-03-25T14:55:58.000Z
5865,0.244375,0,2024-03-24T15:28:21.000Z
6014,0.2505833333333333,0,2024-03-23T15:37:19.000Z
1402,0.058416666666666665,0,2024-03-22T16:13:44.000Z
15399,0.641625,0,2024-03-21T15:37:40.000Z
1706,0.07108333333333333,0,2024-03-20T16:14:07.000Z
5844,0.2435,0,2024-03-19T15:36:49.000Z
4534,0.18891666666666668,0,2024-03-18T15:17:52.000Z
4026,0.16775,0,2024-03-17T15:55:31.000Z
3334,0.13891666666666666,0,2024-03-15T15:06:32.000Z
3484,0.14516666666666667,0,2024-03-14T17:23:26.000Z
2668,0.11116666666666666,0,2024-03-13T15:33:43.000Z
5743,0.23929166666666668,0,2024-03-12T15:45:29.000Z
18208,0.7586666666666667,0,2024-03-11T15:05:03.000Z
12341,0.5142083333333334,0,2024-03-10T19:51:36.000Z
4475,0.18645833333333334,0,2024-03-09T15:17:08.000Z
2510,0.10458333333333333,0,2024-03-08T16:13:21.000Z
5111,0.21295833333333333,0,2024-03-07T16:04:09.000Z
5323,0.22179166666666666,0,2024-03-06T16:15:31.000Z
9054,0.37725,0,2024-03-05T17:16:20.000Z
2857,0.11904166666666667,0,2024-03-04T17:31:49.000Z
6765,0.281875,0,2024-03-03T15:09:44.000Z
6966,0.29025,0,2024-03-02T17:44:46.000Z
1456,0.06066666666666667,0,2024-03-01T15:47:38.000Z
26797,1.1165416666666668,0,2024-02-29T15:45:55.000Z
2301,0.095875,0,2024-02-28T15:35:36.000Z
3275,0.13645833333333332,0,2024-02-27T15:36:45.000Z
9496,0.39566666666666667,0,2024-02-26T14:56:13.000Z
11582,0.4825833333333333,0,2024-02-25T17:05:33.000Z
236776,9.865666666666666,0,2024-02-24T15:39:53.000Z
6381,0.265875,0,2024-02-23T15:06:33.000Z
10166,0.4235833333333333,0,2024-02-22T15:28:21.000Z
5643,0.235125,0,2024-02-21T14:45:41.000Z
8470,0.35291666666666666,0,2024-02-20T16:42:46.000Z
498,0.02075,0,2024-02-19T18:11:07.000Z
6283,0.26179166666666664,0,2024-02-19T15:57:49.000Z
11814,0.49225,0,2024-02-18T15:47:39.000Z
6728,0.2803333333333333,0,2024-02-17T14:49:45.000Z
5422,0.22591666666666665,0,2024-02-14T16:46:48.000Z
9625,0.4010416666666667,0,2024-02-13T16:14:28.000Z
4534,0.18891666666666668,0,2024-02-12T17:10:03.000Z
6334,0.2639166666666667,0,2024-02-12T06:02:01.000Z
3186,0.13275,0,2024-02-11T18:15:02.000Z
7837,0.3265416666666667,0,2024-02-10T16:26:44.000Z
2086,0.08691666666666667,0,2024-02-09T15:33:09.000Z
9734,0.40558333333333335,0,2024-02-08T16:17:29.000Z
2572,0.10716666666666666,0,2024-02-07T15:43:52.000Z
19037,0.7932083333333333,0,2024-02-06T16:34:35.000Z
4596,0.1915,0,2024-02-05T17:02:45.000Z
3635,0.15145833333333333,0,2024-02-04T16:14:03.000Z
4900,0.20416666666666666,0,2024-02-03T16:12:22.000Z
7706,0.32108333333333333,0,2024-02-02T16:14:38.000Z
4785,0.199375,0,2024-02-01T15:48:29.000Z
2517,0.104875,0,2024-01-31T16:09:10.000Z
7457,0.3107083333333333,0,2024-01-30T14:40:24.000Z
4515,0.188125,0,2024-01-29T14:39:34.000Z
1190,0.04958333333333333,0,2024-01-28T16:07:47.000Z
5176,0.21566666666666667,0,2024-01-27T15:55:58.000Z
2975,0.12395833333333334,0,2024-01-26T16:23:30.000Z
3463,0.14429166666666668,0,2024-01-25T15:47:37.000Z
1717,0.07154166666666667,0,2024-01-24T14:32:47.000Z
923,0.03845833333333333,0,2024-01-23T15:05:11.000Z
1672,0.06966666666666667,0,2024-01-23T11:00:27.000Z
3662,0.15258333333333332,0,2024-01-22T15:47:39.000Z
2050,0.08541666666666667,0,2024-01-21T15:14:59.000Z
2263,0.09429166666666666,0,2024-01-21T06:44:33.000Z
4109,0.17120833333333332,0,2024-01-20T16:21:27.000Z
1551,0.064625,0,2024-01-19T18:45:56.000Z
27483,1.145125,0,2024-01-18T16:48:43.000Z
1135,0.04729166666666667,0,2024-01-17T15:40:35.000Z
8852,0.36883333333333335,0,2024-01-15T14:43:24.000Z
1713,0.071375,0,2024-01-13T14:41:35.000Z
896,0.037333333333333336,0,2024-01-12T15:51:54.000Z
1721,0.07170833333333333,0,2024-01-11T15:14:37.000Z
9394,0.3914166666666667,0,2024-01-10T14:48:53.000Z
839,0.034958333333333334,0,2024-01-09T14:52:07.000Z
9423,0.392625,0,2024-01-08T15:49:25.000Z
2904,0.121,0,2024-01-07T14:48:13.000Z
5786,0.24108333333333334,0,2024-01-06T15:15:49.000Z
2577,0.107375,0,2024-01-06T07:59:52.000Z
56866,2.3694166666666665,0,2024-01-05T12:13:29.000Z
1481,0.06170833333333333,0,2024-01-04T12:35:36.000Z
598,0.024916666666666667,0,2024-01-03T09:42:28.000Z
2327,0.09695833333333333,0,2024-01-02T16:45:37.000Z
3480,0.145,0,2024-01-01T15:16:38.000Z
698,0.029083333333333333,0,2023-12-31T16:23:21.000Z
1187,0.04945833333333333,0,2023-12-30T16:11:47.000Z
12033,0.501375,0,2023-12-28T15:30:25.000Z
658,0.027416666666666666,0,2023-12-26T14:46:20.000Z
1280,0.05333333333333334,0,2023-12-25T16:16:43.000Z
1338,0.05575,0,2023-12-23T15:45:50.000Z
640,0.02666666666666667,0,2023-12-22T17:43:25.000Z
914,0.03808333333333333,0,2023-12-21T16:15:20.000Z
1980,0.0825,0,2023-12-19T15:51:24.000Z
3565,0.14854166666666666,0,2023-12-18T16:09:19.000Z
2688,0.112,0,2023-12-16T15:34:27.000Z
1617,0.067375,0,2023-12-15T15:55:15.000Z
4330,0.18041666666666667,0,2023-12-13T16:16:55.000Z
1434,0.05975,0,2023-12-11T15:54:18.000Z
1318,0.05491666666666667,0,2023-12-09T15:56:03.000Z
1814,0.07558333333333334,0,2023-12-08T16:46:46.000Z
1758,0.07325,0,2023-12-05T16:02:54.000Z
4498,0.18741666666666668,0,2023-12-03T16:08:50.000Z
1552,0.06466666666666666,0,2023-12-02T16:39:54.000Z
15357,0.639875,0,2023-11-29T16:04:11.000Z
17542,0.7309166666666667,0,2023-11-27T16:47:13.000Z
2631,0.109625,0,2023-11-26T16:35:57.000Z
2648,0.11033333333333334,0,2023-11-24T16:35:32.000Z
1433,0.059708333333333335,0,2023-11-23T16:56:58.000Z
